Site_Id,Read_Date,Salinity (ppt),Dissolved Oxygen (mg/L),pH (standard units),Secchi Depth (m),Water Depth (m),Water Temp (?C),Air Temp (?F),AirTemp (C)
C,8/17/2006,0,6.8,6.5,0.2,0.2,28,80,26.66666667
C,9/21/2006,0,5.2,6.5,0.4,0.4,20,66,18.88888889
C,11/6/2006,0,4.9,6.5,0.1,0.1,17,61,16.11111111
C,11/30/2006,0,6.9,6.5,0.1,0.1,14,65,18.33333333
D,1/3/2006,0,8.1,6.5,1.2,1.6,9,48,8.888888889
D,3/9/2006,0,8.7,6.5,1.4,1.4,10,56,13.33333333
D,4/6/2006,0,6.2,6.5,1.2,1.4,15,59,15
D,5/5/2006,0,6.6,6.5,1.4,1.4,19,60.8,16
D,8/17/2006,0,3.9,5,0.65,1.3,25,79,26.11111111
D,9/21/2006,0,5.8,6.5,0.9,1.5,20,66,18.88888889
D,10/19/2006,0,5.3,6.5,0.2,0.6,20,67,19.44444444
D,11/6/2006,0,5.9,6.5,1.3,1.3,13,60,15.55555556
D,11/30/2006,0,6.7,6.5,1.2,1.5,14.5,65,18.33333333
Bay,1/19/2006,0,7.5,6.5,0.3,0.7,9,45,7.222222222
Bay,2/2/2006,0,7.8,6.5,0.5,0.5,7,51.8,11
Bay,2/9/2006,0,8.7,6.5,0.4,0.4,7,30,-1.111111111
Bay,3/9/2006,1,9.7,6.5,0.2,0.4,10,59,15
Bay,3/15/2006,0,7.5,7,0.2,0.6,11,48,8.888888889
Bay,4/6/2006,0,7.7,6.5,0.5,0.5,13,53,11.66666667
Bay,4/21/2006,1,6.9,6.5,0.3,0.5,17,62.6,17
Bay,5/5/2006,0,7.4,6.5,0.1,0.1,19,60.8,16
Bay,5/17/2006,0,7.3,6.5,0.5,0.8,20,71.6,22
Bay,6/1/2006,0,6.1,6.5,0.5,0.65,25,77,25
Bay,6/16/2006,0,6.8,6.5,0.5,0.7,22,68,20
Bay,7/6/2006,0,6,6.5,0.4,0.8,27,73.4,23
Bay,7/18/2006,0,5.3,6,2,5,27,73,22.77777778
Bay,7/27/2006,0,6.9,6,0.4,0.6,28,78.8,26
Bay,8/17/2006,0,7.2,7,0.4,0.55,25,79,26.11111111
Bay,9/7/2006,0,6.3,7,0.45,0.9,23,70,21.11111111
Bay,9/21/2006,0,6.3,7,0.5,0.7,19,65,18.33333333
Bay,10/5/2006,0,7,7,0.4,0.7,22,73,22.77777778
Bay,10/19/2006,8,0.1,7,0.4,0.7,18,65,18.33333333
Bay,11/6/2006,0,7.6,6.5,0.3,0.3,11,60,15.55555556
Bay,11/16/2006,0,7.7,6.5,0.6,0.9,18,65,18.33333333
Bay,11/30/2006,0,6.3,6.5,0.5,0.7,14,65,18.33333333
Bay,12/14/2006,0,8,6.5,0.4,0.4,13,50,10
A,1/18/2007,0,9.8,7,0.7,0.7,7,47,8.333333333
A,2/15/2007,0,8.8,7,1,1,5,26,-3.333333333
A,8/2/2007,0,3.7,7,0.5,0.75,30,79,26.11111111
A,9/6/2007,0,2.3,7,0.8,0.8,26,81,27.22222222
A,11/12/2007,0,3.9,7,0.8,1,13,59,15
B,1/18/2007,0,6.8,7,0.3,0.3,6,47,8.333333333
B,2/15/2007,0,10,6.5,0.2,0.2,2,26,-3.333333333
B,3/21/2007,0,9.4,6.5,0.15,0.15,14,51,10.55555556
B,4/19/2007,0,8.1,6.5,0.2,0.2,13,32,0
B,5/24/2007,0,5.9,8.5,0.3,0.3,23,66,18.88888889
B,7/5/2007,0,3.1,7.5,0.3,0.3,25,73,22.77777778
B,8/2/2007,0,2.6,6.5,0.25,0.25,29,80,26.66666667
B,11/12/2007,0,6.2,7,0.4,0.4,12,57,13.88888889
C,2/2/2007,0,9.3,8,0.2,0.2,5,43,6.111111111
C,4/6/2007,0,8.4,7,0.4,0.4,15,47,8.333333333
C,5/3/2007,0,5.8,7.5,0.4,0.4,19,59,15
C,6/14/2007,1,5.1,8,0.3,0.3,21,67,19.44444444
C,8/21/2007,0,4.5,7,0.3,0.3,28,81,27.22222222
C,10/11/2007,0,4.3,7,0.3,0.3,21,66,18.88888889
C,11/1/2007,0,5.3,7,0.35,0.35,28,68,20
C,12/6/2007,0,6.2,7,0.5,0.75,5,37,2.777777778
C,12/20/2007,0,5.2,6.5,0.6,0.65,7,40,4.444444444
D,1/4/2007,0,7.6,5,1.2,1.6,54,12,-11.11111111
D,2/2/2007,0,10,6.5,2,2,5,43,6.111111111
D,4/6/2007,0,7.1,6,1,1.3,14,46,7.777777778
D,5/3/2007,0,5.9,6.5,0.9,2,20,59,15
D,6/14/2007,0,5.9,6.5,0.9,1.1,21,67,19.44444444
D,7/5/2007,0,3.9,6.5,0.5,0.9,24,82,27.77777778
D,8/21/2007,0,5.7,7,0.7,0.9,28,80,26.66666667
D,9/27/2007,0,4.1,8.5,0.5,0.8,26,73,22.77777778
D,10/11/2007,0,3.3,7,0.6,0.9,22,66,18.88888889
D,11/1/2007,0,5.9,7,0.75,1,28,68,20
D,12/6/2007,0,8.7,7,1,1,5,37,2.777777778
D,12/20/2007,0,6.3,6,1.1,1.1,7,40,4.444444444
Bay,1/4/2007,0,9,6.5,0.6,0.6,12,54,12.22222222
Bay,1/18/2007,0,10.1,6.5,0.2,0.2,6,47,8.333333333
Bay,2/2/2007,0,8.1,6.5,0.45,0.45,5,42,5.555555556
Bay,2/15/2007,0,9.3,6.5,0.3,0.3,3,26,-3.333333333
Bay,3/21/2007,0,8.7,6.5,0.3,0.37,11,51,10.55555556
Bay,4/6/2007,0,9.9,6.5,0.4,0.45,11,46,7.777777778
Bay,4/19/2007,0,8.7,6.5,0.1,0.2,13,57,13.88888889
Bay,5/3/2007,0,7.2,6.5,0.4,0.7,19,59,15
Bay,5/24/2007,0,6.9,7,0.5,0.6,20,65,18.33333333
Bay,6/14/2007,0,8.8,6.5,7.4,7.4,20,67,19.44444444
Bay,7/19/2007,0,4.7,7,0.3,0.7,27,80,26.66666667
Bay,8/2/2007,0,3.2,8,0.45,0.55,28,78,25.55555556
Bay,8/21/2007,0,5.1,7.5,0.4,0.8,26,80,26.66666667
Bay,9/6/2007,0,4.2,8.5,0.5,0.65,25,81,27.22222222
Bay,9/27/2007,0,3.2,8,0.5,0.9,25,73,22.77777778
Bay,10/11/2007,0,3.2,7,0.4,0.7,23,65,18.33333333
Bay,11/1/2007,0,3.7,7,0.4,0.7,28,68,20
Bay,11/12/2007,0,4.1,7,0.55,0.6,13,57,13.88888889
Bay,12/6/2007,0,6.8,7,0.25,0.25,5,37,2.777777778
Bay,12/20/2007,0,6.3,7,0.4,0.6,6,39,3.888888889
A,2/19/2008,0,5.1,6.5,0.7,2.1,12,46,7.777777778
A,3/21/2008,0,4.8,6.5,0.8,1.5,15,48,8.888888889
A,4/17/2008,0,4,6.5,0.5,1.2,16,59,15
A,5/22/2008,0,4.3,7,0.6,1,22,67,19.44444444
A,7/21/2008,1,3.8,6.5,0.7,1.3,32,85,29.44444444
A,9/23/2008,1,6.6,7,0.5,0.5,20,68,20
A,11/6/2008,1,6.8,6.5,0.8,0.85,15,60,15.55555556
B,1/17/2008,1,4.9,7,0.7,0.9,5,42,5.555555556
B,3/21/2008,0,6.9,8,0.6,0.6,13,49,9.444444444
B,4/17/2008,0,5.3,8.5,0.55,0.55,13,59,15
B,5/22/2008,0,5.2,7,0.4,0.4,22,68,20
B,7/21/2008,1,2.8,7.5,2.5,2.5,30,85,29.44444444
B,9/23/2008,2,3.9,7,0.1,0.2,20,68,20
B,11/6/2008,3,7,7.5,0.3,0.3,15,60,15.55555556
C,2/7/2008,0,4.3,7,0.7,0.7,16,61,16.11111111
C,3/7/2008,0,5.2,7,0.6,0.6,4,45,7.222222222
C,4/3/2008,0,6.5,7,0.3,0.5,13,48,8.888888889
C,5/8/2008,0,2.3,7,0.4,0.6,20,70,21.11111111
C,6/5/2008,0,5.4,8,0.25,0.4,29,78,25.55555556
C,7/3/2008,1,5.1,7,0.4,0.4,29,87,30.55555556
C,9/9/2008,1,3.1,7.5,0.2,0.2,28,74,23.33333333
C,10/9/2008,0,3.9,8,0.2,0.2,21,70,21.11111111
C,10/28/2008,1,6.3,8,0.4,0.5,10,45,7.222222222
C,11/18/2008,1,6.3,7,0.5,0.5,8,41,5
C,12/4/2008,0,7.1,6,0.9,1.5,8,47,8.333333333
C,12/16/2008,1,6.4,7.5,0.3,0.5,10,49,9.444444444
D,1/17/2008,1,5.1,6.5,0.9,1.3,6,42,5.555555556
D,2/7/2008,0,6.5,6.5,1.9,1.9,15,62,16.66666667
D,3/7/2008,0,8.1,6.5,1.2,2,4,45,7.222222222
D,4/3/2008,0,7,6.5,0.7,1.3,12,47,8.333333333
D,5/8/2008,0,2.2,6,0.3,1.5,20,70,21.11111111
D,6/5/2008,0,5,7,0.7,1.3,28,83,28.33333333
D,7/3/2008,1,4.6,7,0.6,1.2,27,83,28.33333333
D,8/7/2008,0,5,6.5,0.7,1.2,28,79,26.11111111
D,9/9/2008,1,6,6.5,0.7,1.2,27,73,22.77777778
D,10/9/2008,0,6,6.5,1,1.4,21,69,20.55555556
D,10/28/2008,1,8.1,6.5,1.2,1.4,12,45,7.222222222
D,11/18/2008,1,6,6.5,0.7,1.4,10,41,5
D,12/16/2008,1,6.4,6.5,0.7,1.5,11,49,9.444444444
Bay,1/17/2008,1,7.1,7,0.3,0.3,6,42,5.555555556
Bay,2/7/2008,0,3,7,0.2,0.8,15,61,16.11111111
Bay,2/19/2008,0,5.3,7,0.3,0.7,11,45,7.222222222
Bay,3/7/2008,0,4,7,0.3,0.7,5,45,7.222222222
Bay,3/21/2008,0,7.5,7,0.2,0.7,12,48,8.888888889
Bay,4/3/2008,1,7.9,7,0.3,0.4,12,47,8.333333333
Bay,4/17/2008,0,6.4,7,0.25,0.25,12,59,15
Bay,5/8/2008,0,5.3,7,0.3,1,20,70,21.11111111
Bay,6/5/2008,0,4.9,7.2,0.6,0.88,26,83,28.33333333
Bay,6/19/2008,4,6.2,7,0.5,0.6,24.5,75,23.88888889
Bay,7/3/2008,1,7.3,8,0.4,0.4,26,81,27.22222222
Bay,7/21/2008,2,5.6,8.5,0.6,0.7,28,83,28.33333333
Bay,8/7/2008,3,6.6,8,0.7,0.7,26,78,25.55555556
Bay,9/9/2008,2,4.5,6,0.7,0.825,25,73,22.77777778
Bay,9/23/2008,3,3.7,8,1,1,20,68,20
Bay,10/9/2008,0,5.3,7,0.5,0.6,20,68,20
Bay,10/28/2008,3,7,7.5,0.7,0.9,11,45,7.222222222
Bay,11/6/2008,3,5.9,7,0.2,0.3,20,59,15
Bay,11/18/2008,1,9.3,7,0.7,0.7,9,41,5
Bay,12/4/2008,1,6.6,7,0.7,0.7,7,47,8.333333333
Bay,12/16/2008,1,5.6,6.5,0.6,0.85,12,49,9.444444444
A,1/27/2009,0,6.9,6.5,0.5,0.8,4,38,3.333333333
A,2/19/2009,0,5.2,6.5,0.8,0.9,10,55,12.77777778
A,4/21/2009,0,3.7,6.5,0.4,0.6,19,61,16.11111111
A,5/21/2009,0,4.1,7,0.5,0.7,21,61,16.11111111
A,6/23/2009,0,4.2,7,0.5,0.5,16,73,22.77777778
A,7/21/2009,0,3.2,6.5,0.45,0.45,27,72,22.22222222
A,8/20/2009,0,3.5,6.5,0.5,0.5,29,80,26.66666667
A,9/17/2009,0,1.9,6.5,0.3,0.6,24,70,21.11111111
A,10/20/2009,0,6.3,6.5,0.5,0.5,14,42,5.555555556
A,12/1/2009,0,6.4,6.5,0.7,0.7,12,46,7.777777778
B,1/27/2009,0,8,7,0.3,0.3,4,38,3.333333333
B,2/19/2009,0,8,7,0.25,0.25,10,55,12.77777778
B,4/21/2009,0,5.3,8,0.4,0.6,21,62,16.66666667
B,5/21/2009,0,4.8,9,0.1,0.3,20,61,16.11111111
B,6/23/2009,0,0.8,8.5,0.2,0.2,27,73,22.77777778
B,7/21/2009,0,1.8,7,0.5,0.5,25,72,22.22222222
B,8/20/2009,0,4.3,7.5,0.4,0.4,29,81,27.22222222
B,9/17/2009,0,1.1,6.5,0.1,0.6,24,78,25.55555556
B,10/20/2009,0,6.8,7,0.5,0.5,13,58,14.44444444
B,12/1/2009,0,5.3,7,0.58,0.58,10,47,8.333333333
C,2/5/2009,0,8.4,7,0.5,0.5,1,26,-3.333333333
C,3/5/2009,0,7.5,6.5,0.5,0.5,8,40,4.444444444
C,4/5/2009,0,5.3,6.5,0.5,0.5,12,48,8.888888889
C,7/7/2009,0,4.2,6.5,0.35,0.35,26,75,23.88888889
C,9/1/2009,0,4.6,7.5,0.6,0.6,22,70,21.11111111
C,10/1/2009,0,4.2,7,0.3,0.3,21,69,20.55555556
C,11/20/2009,0,5.3,6.5,0.5,0.5,16,58,14.44444444
C,12/15/2009,2,6.3,6.5,0.67,0.67,11,51,10.55555556
D,2/5/2009,0,9.7,6.5,0.7,1.4,2,26,-3.333333333
D,4/5/2009,0,6.7,6.5,0.5,1.5,14,48,8.888888889
D,5/7/2009,0,5,7,0.6,1.7,23,70,21.11111111
D,6/2/2009,0,4,6.5,0.7,1.5,26,73,22.77777778
D,7/7/2009,0,4,6.5,1.6,1.7,26,75,23.88888889
D,9/1/2009,1,7.7,6,0.5,1.5,21,70,21.11111111
D,10/1/2009,0,3.8,6,1.6,1.7,20,69,20.55555556
D,11/20/2009,0,6,6,0.8,1.6,15,58,14.44444444
D,12/15/2009,2,7.2,5.5,1.3,1.65,10,51,10.55555556
Bay,1/27/2009,0,6.4,7,0.03,0.03,5,38,3.333333333
Bay,2/5/2009,1,9.1,7,0.3,0.3,2,26,-3.333333333
Bay,2/19/2009,1,9,7,3.5,3.5,12,55,12.77777778
Bay,3/5/2009,1,9,7,0.3,0.3,12,40,4.444444444
Bay,4/5/2009,0,7.5,7,0.3,0.8,15,48,8.888888889
Bay,5/7/2009,0,6.9,7,0.5,1.1,21,69,20.55555556
Bay,5/21/2009,0,8.1,8.5,0.03,0.03,19,60,15.55555556
Bay,6/2/2009,0,5.8,8.5,0.5,0.5,24,73,22.77777778
Bay,6/23/2009,0,6.6,9,0.7,0.7,24,73,22.77777778
Bay,7/7/2009,2,5.3,9,0.8,0.8,25,75,23.88888889
Bay,7/21/2009,1,3.1,8.5,0.65,0.65,25,72,22.22222222
Bay,8/4/2009,0,3.3,8.5,0.8,0.8,28,80,26.66666667
Bay,8/20/2009,0,3,7.5,0.8,0.8,27,80,26.66666667
Bay,9/1/2009,2,2.7,7,0.6,0.6,22,70,21.11111111
Bay,9/17/2009,2,4.1,7,0.8,0.8,24,70,21.11111111
Bay,10/1/2009,1,6.9,7,0.8,0.8,20,69,20.55555556
Bay,10/20/2009,0,2.3,7,0.4,0.4,12,56,13.33333333
Bay,11/5/2009,0,7.6,6.5,0.8,0.8,16,60,15.55555556
Bay,11/20/2009,2,7.2,7,0.7,0.9,16,58,14.44444444
Bay,12/1/2009,0,7.8,6.5,0.82,0.88,10,46,7.777777778
A,3/16/2010,0,5.7,6,0.5,0.7,12,44,6.666666667
A,4/23/2010,0,4,6.5,0.5,0.6,18,59,15
A,5/19/2010,0,4.6,6.5,0.6,0.7,20,59,15
A,6/15/2010,0,4.5,6.5,0.5,0.5,29,81,27.22222222
A,7/20/2010,0,4.1,6.5,0.5,0.9,28,84,28.88888889
A,8/17/2010,0,4.2,6.5,0.8,0.9,28,86,30
A,9/22/2010,0,4,7.5,0.5,0.8,26,75,23.88888889
A,11/16/2010,0,8.2,6.5,0.9,0.9,14,60,15.55555556
B,3/16/2010,0,8.1,7,0.55,0.6,11,44,6.666666667
B,4/23/2010,0,4,6.5,0.4,0.4,16,60,15.55555556
B,5/19/2010,0,5.2,7.5,0.4,0.4,16,59,15
B,6/15/2010,0,4.2,7,0.2,0.2,28,81,27.22222222
B,7/20/2010,0,3.7,7,0.4,0.4,29,84,28.88888889
B,9/22/2010,0,3.2,9,0.2,0.35,26,75,23.88888889
B,11/16/2010,0,4.3,8.5,0.2,0.2,16,60,15.55555556
B,12/21/2010,0,4.3,7,0.4,0.4,3,31,-0.555555556
C,3/5/2010,0,9.5,6.5,0.6,0.6,7,40,4.444444444
C,4/6/2010,0,5.1,6.5,0.5,0.5,22,72,22.22222222
C,5/6/2010,0,4.9,6.5,0.3,0.3,24,76,24.44444444
C,6/1/2010,0,5.1,7,0.3,0.3,25,77,25
C,7/8/2010,0,5.2,7.5,0.4,0.4,30,82,27.77777778
C,8/3/2010,0,4.5,6.5,0.4,0.4,28,83,28.33333333
C,9/2/2010,0,2.3,7,0.6,0.6,27,76,24.44444444
C,11/2/2010,0,7.3,7.5,0.5,0.5,13,55,12.77777778
C,12/7/2010,0,8.8,7,0.5,0.5,2,30,-1.111111111
D,3/5/2010,0,8.7,6.5,1.2,1.5,6,40,4.444444444
D,4/6/2010,0,6.3,6,0.7,1.7,22,72,22.22222222
D,5/6/2010,0,5,6.5,0.8,1.5,25,76,24.44444444
D,6/1/2010,0,5.2,6,0.7,1.5,25,77,25
D,7/8/2010,0,5.2,6.5,0.7,1.2,31,81,27.22222222
D,8/3/2010,0,6,6.5,0.8,1.2,28,82,27.77777778
D,9/2/2010,0,2.7,6.5,0.85,1.2,26,76,24.44444444
D,10/14/2010,0,5.9,6.5,0.8,1.3,19,68,20
D,11/2/2010,0,7.2,6.5,1,1.4,13,55,12.77777778
D,12/7/2010,0,10.3,6,1.1,1.1,2,30,-1.111111111
Bay,3/5/2010,0,7.7,6.5,0.2,0.4,10,40,4.444444444
Bay,3/16/2010,0,7.9,6.5,0.3,0.8,10,44,6.666666667
Bay,4/6/2010,1,5.9,6.5,0.8,1,20,72,22.22222222
Bay,4/23/2010,1,6.7,6.5,0.6,0.6,16,58,14.44444444
Bay,5/6/2010,0,6.5,7,0.75,0.9,23,76,24.44444444
Bay,5/19/2010,0,7,6.5,0.5,0.6,17,59,15
Bay,6/1/2010,0,6.8,7,0.7,0.9,25,77,25
Bay,6/15/2010,0,5.4,7,0.5,0.5,28,80,26.66666667
Bay,7/8/2010,0,3.6,8.5,0.4,0.45,29,81,27.22222222
Bay,7/20/2010,0,3.9,7,0.7,1,27,82,27.77777778
Bay,8/3/2010,0,5.1,7,0.5,0.5,26,82,27.77777778
Bay,8/17/2010,0,3.1,8,0.5,0.9,27,86,30
Bay,9/2/2010,0,3.3,7,0.5,0.7,26,76,24.44444444
Bay,9/22/2010,0,5,8.5,0.6,0.8,26,74,23.33333333
Bay,11/2/2010,0,5,7.5,0.4,0.4,12,55,12.77777778
Bay,11/16/2010,0,6.7,8,0.5,0.8,15,60,15.55555556
Bay,12/7/2010,0,5.7,7,0.3,0.5,4,30,-1.111111111
A,3/24/2011,0,3,6.5,0.4,1,14,48,8.888888889
A,4/28/2011,0,4,6.5,0.3,0.3,24,76,24.44444444
A,5/26/2011,0,2.4,7.5,0.7,0.8,28,79,26.11111111
A,6/23/2011,0,5.7,7.5,0.5,0.8,27,87,30.55555556
A,7/28/2011,0,3.2,7.5,0.8,0.8,31,87,30.55555556
A,9/8/2011,0,5,6.5,0.5,0.8,27,78,25.55555556
A,10/13/2011,0,4,6.5,0.7,0.8,22,75,23.88888889
A,12/8/2011,0,8,7,0.8,0.9,12,47,8.333333333
B,1/4/2011,0,7.2,6.5,0.4,0.4,5,32,0
B,3/24/2011,0,3.9,7,0.5,0.5,14,48,8.888888889
B,6/23/2011,0,5.8,8,0.3,0.3,27,89,31.66666667
B,7/28/2011,0,2.4,7,0.4,0.4,30,85,29.44444444
B,9/8/2011,0,3.1,6.5,0.1,0.2,27,78,25.55555556
B,10/13/2011,0,3,7,0.05,0.05,22,75,23.88888889
B,11/10/2011,0,7.9,7.5,0.2,0.2,19,60,15.55555556
B,12/8/2011,0,5,7,0.1,0.4,13,47,8.333333333
C,1/18/2011,0,5.1,6.5,0.6,0.8,5,40,4.444444444
C,4/14/2011,0,5.6,8,0.3,0.3,19,58,14.44444444
C,4/28/2011,0,3.6,7,0.17,0.17,23,76,24.44444444
D,1/18/2011,0,10,6.5,1.4,1.4,6,39,3.888888889
D,4/14/2011,0,6.9,6.5,0.9,1.4,19,58,14.44444444
D,6/9/2011,0,4.8,7,0.6,1.2,29,85,29.44444444
D,7/14/2011,0,5.6,6.5,0.8,1.1,27,76,24.44444444
D,8/11/2011,0,2,7,0.9,0.9,29,82,27.77777778
D,9/22/2011,0,4.6,6.5,0.6,1.4,25,78,25.55555556
D,12/22/2011,0,9.8,7,1,1.4,16,60,15.55555556
Bay,1/4/2011,0,3.1,6.5,0.2,0.45,5,31,-0.555555556
Bay,1/18/2011,0,6.2,7,0.2,0.6,7,39,3.888888889
Bay,2/8/2011,0,3.8,6.5,0.2,0.6,8,46,7.777777778
Bay,3/24/2011,0,3.3,7,0.2,0.55,33,52,11.11111111
Bay,4/14/2011,0,3.5,7,0.4,0.6,16.5,58,14.44444444
Bay,4/28/2011,0,5.2,7,0.3,1.3,23,76,24.44444444
Bay,5/26/2011,0,3.7,7.5,0.5,0.9,25,79,26.11111111
Bay,6/9/2011,0,3.2,8,0.4,0.8,27,85,29.44444444
Bay,6/23/2011,0,5.6,8,0.5,0.9,26,80,26.66666667
Bay,7/14/2011,0,3,8.5,0.4,0.6,26,75,23.88888889
Bay,7/28/2011,0,2,9,0.5,0.7,29,85,29.44444444
Bay,8/11/2011,0,3.5,9,0.4,0.7,28,82,27.77777778
Bay,9/8/2011,0,5,7,0.6,1.1,26,78,25.55555556
Bay,9/22/2011,0,5.3,8,0.5,0.7,24,78,25.55555556
Bay,10/13/2011,0,4.2,7.5,0.5,0.7,21,75,23.88888889
Bay,10/27/2011,0,7.4,7.5,0.5,0.9,16,62,16.66666667
Bay,11/10/2011,0,5.2,7.5,0.7,0.7,16,60,15.55555556
Bay,11/22/2011,0,7.3,7,0.2,0.6,16,61,16.11111111
Bay,12/8/2011,0,7.9,7,0.35,0.7,12,47,8.333333333
Bay,12/22/2011,0,7.8,7,0.3,0.7,17,60,15.55555556
A,1/11/2012,0,8.2,6.5,0.9,0.9,12,53,11.66666667
A,2/9/2012,0,5.8,7,1,1,8,39,3.888888889
A,4/12/2012,0,7,7,0.6,0.7,14,51,10.55555556
A,5/10/2012,0,4.5,7,0.7,0.9,21,63,17.22222222
A,6/14/2012,0,4.9,7,0.6,0.7,22,69,20.55555556
A,8/9/2012,0,3,7,0.5,0.9,28,80,26.66666667
A,9/4/2012,0,4.3,6.5,0.7,0.7,28,80,26.66666667
A,11/29/2012,0,9,6.5,0.2,0.2,8,48,8.888888889
B,1/11/2012,0,6,7,0.3,0.3,11,54,12.22222222
B,2/9/2012,0,7.5,7,0.3,0.3,8,39,3.888888889
B,3/1/2012,0,6.3,7.5,0.2,0.4,16,69,20.55555556
B,4/12/2012,0,7,7.5,0.3,0.3,13,51,10.55555556
B,5/10/2012,0,6.7,7,0.5,0.5,20,64,17.77777778
B,6/14/2012,0,4.5,7.5,0.2,0.2,22,70,21.11111111
B,8/9/2012,0,2.9,7.5,0.3,0.4,27,80,26.66666667
B,10/19/2012,0,7.1,7,0.4,0.4,20,70,21.11111111
B,11/29/2012,0,9.7,7,0.4,0.4,9,49,9.444444444
D,1/26/2012,0,7.2,6.5,1.2,1.4,11,50,10
