Site_Id,Read_Date,Salinity (ppt),Dissolved Oxygen (mg/L),pH (standard units),Secchi Depth (m),Water Depth (m),Water Temp (?C),Air Temp (?F),AirTemp (C)
D,2/21/2012,0,10,6.5,1,1.5,8,46,7.777777778
D,3/8/2012,0,9.5,6.5,1.2,1.5,14,58,14.44444444
D,4/26/2012,0,7.4,6.5,0.8,1.4,17,63,17.22222222
D,5/24/2012,0,6.1,6.5,0.9,1.5,25,72,22.22222222
D,6/28/2012,0,5,6.5,0.6,1.3,27,73,22.77777778
D,7/19/2012,0,4.2,7,0.8,1.4,30,82,27.77777778
D,8/23/2012,0,5.5,6.5,0.7,1.4,26,76,24.44444444
D,10/4/2012,0,5.8,6.5,0.9,1.2,24,75,23.88888889
D,10/19/2012,0,5.5,7.5,0.6,0.8,22,70,21.11111111
D,11/8/2012,0,8.6,6,0.5,1.5,9,45,7.222222222
D,12/13/2012,0,8.8,6.5,0.9,1.6,9,48,8.888888889
Bay,1/11/2012,0,6.9,7.5,0.2,0.7,12,54,12.22222222
Bay,1/26/2012,0,6.5,7,0.2,0.8,11,50,10
Bay,2/9/2012,0,5.3,7.5,0.2,0.3,8,39,3.888888889
Bay,2/21/2012,0,6.2,7,0.2,0.2,8,46,7.777777778
Bay,3/8/2012,0,7.2,7,0.4,0.6,13,58,14.44444444
Bay,4/12/2012,0,6.5,8,0.4,0.6,11,51,10.55555556
Bay,4/26/2012,0,7.1,7.5,0.4,0.8,17,63,17.22222222
Bay,5/10/2012,0,5.3,8,0.4,0.7,19,63,17.22222222
Bay,5/24/2012,0,6.1,8.5,0.5,0.8,24,72,22.22222222
Bay,6/14/2012,0,3.9,8.5,0.5,0.7,22,69,20.55555556
Bay,7/19/2012,0,5.9,8.5,0.5,0.9,28,82,27.77777778
Bay,8/23/2012,0,6.1,8,0.5,0.7,25,77,25
Bay,9/4/2012,0,3.7,7,0.3,0.8,25,85,29.44444444
Bay,10/4/2012,0,4.8,8,0.5,0.7,24,75,23.88888889
Bay,11/8/2012,0,7.6,7,0.2,0.2,10,45,7.222222222
Bay,11/29/2012,0,8.9,7,0.1,0.5,7,48,8.888888889
Bay,12/13/2012,0,8.4,7,0.2,0.3,9,48,8.888888889
A,1/10/2013,0,6.9,6.5,0.8,0.9,8,48,8.888888889
A,4/11/2013,0,5.9,6,0.4,0.9,21,67,19.44444444
A,5/8/2013,0,5.6,7,0.5,0.6,22,70,21.11111111
A,6/13/2013,0,6.1,7.5,0.7,0.7,29,83,28.33333333
A,7/11/2013,0,4.1,7,0.7,0.9,26,81,27.22222222
A,8/8/2013,0,5.3,6,0.1,0.7,28,80,26.66666667
A,9/12/2013,0,4.8,7,0.6,0.6,26,75,23.88888889
A,11/12/2013,0,7,7,0.5,0.7,13,54,12.22222222
B,4/11/2013,0,5.8,7.5,0.4,0.4,20,68,20
B,5/8/2013,0,4.2,8,0.2,0.2,22,68,20
B,6/13/2013,0,5.4,8,0.2,0.2,29,83,28.33333333
B,8/8/2013,0,6.4,8,0.3,0.3,27,80,26.66666667
B,12/4/2013,0,5,7,0.2,0.2,11,51,10.55555556
D,2/28/2013,0,9.8,6.5,1.5,1.5,9,48,8.888888889
D,3/28/2013,0,10,6.5,1.4,1.6,8,48,8.888888889
D,4/26/2013,0,8.6,6.5,0.3,1.5,15,54,12.22222222
D,5/25/2013,0,5.5,6,0.5,1.5,24,72,22.22222222
D,7/25/2013,0,3.8,6.5,0.7,1.8,27,72,22.22222222
D,8/8/2013,0,6.8,7,0.9,1.3,26,79,26.11111111
D,8/22/2013,0,4.2,6.5,1.1,1.5,27,78,25.55555556
D,9/26/2013,0,6.1,6.7,0.9,1.1,20,69,20.55555556
D,10/22/2013,0,7,6.5,1,1.2,17,58,14.44444444
D,11/19/2013,0,9.6,6.5,1.2,1.2,12,52,11.11111111
D,12/11/2013,0,8.65,6.5,0.8,0.8,8,38,3.333333333
Bay,1/10/2013,0,8.5,7,0.4,0.5,9,48,8.888888889
Bay,1/24/2013,0,8.7,7,0.1,0.4,3,32,0
Bay,2/14/2013,0,7.7,7,0.7,2.5,9,45,7.222222222
Bay,2/28/2013,0,8.5,7,0.2,0.7,10,48,8.888888889
Bay,3/28/2013,0,10,7,0.2,0.3,8,48,8.888888889
Bay,4/11/2013,0,8,7,0.3,0.9,20,64,17.77777778
Bay,4/26/2013,0,8.9,7,0.2,0.2,14,54,12.22222222
Bay,5/8/2013,0,8.2,7,0.3,0.7,19,67,19.44444444
Bay,5/25/2013,0,6.1,7.5,0.4,0.9,24,72,22.22222222
Bay,6/13/2013,0,6.9,7.5,0.5,0.7,26,81,27.22222222
Bay,6/25/2013,0,6.7,7.5,0.4,0.9,26,78,25.55555556
Bay,7/11/2013,0,6.8,7.5,0.5,0.9,26,81,27.22222222
Bay,7/25/2013,0,5.9,8,0.5,0.8,26,72,22.22222222
Bay,8/8/2013,0,6.8,8.5,0.5,0.8,24,79,26.11111111
Bay,8/22/2013,0,6,8.5,0.5,0.7,26,78,25.55555556
Bay,9/12/2013,0,4.3,8,0.5,0.8,25,75,23.88888889
Bay,9/26/2013,0,6.1,8.5,0.3,0.4,19,69,20.55555556
Bay,10/22/2013,0,7.9,7,0.7,0.8,16,58,14.44444444
Bay,11/12/2013,0,9.8,7.5,0.4,0.6,11,54,12.22222222
Bay,11/19/2013,0,7.1,7,0.3,0.5,12,52,11.11111111
Bay,12/4/2013,0,7,7.5,0.2,0.5,11,50,10
Bay,12/11/2013,0,8.35,7,0.2,0.5,8,38,3.333333333
D,1/3/2014,0,7.9,6.5,1.1,1.2,5,26,-3.333333333
Bay,1/3/2014,0,7.3,7,0.1,0.4,5,26,-3.333333333
A,1/14/2014,0,6.8,6.5,0.5,0.5,11,53,11.66666667
Bay,1/14/2014,0,8.7,7,0.4,0.6,11,53,11.66666667
D,2/11/2014,0,10,6.5,0.8,1.4,2,29,-1.666666667
Bay,2/11/2014,0,8.8,7,0.2,0.2,3,29,-1.666666667
A,2/25/2014,0,6,6.5,0.3,0.5,9,41,5
B,2/25/2014,0,8.1,7,0.3,0.3,8,41,5
Bay,2/25/2014,0,6.9,7,0.3,0.5,9,41,5
Bay,3/12/2014,0,8.2,7.5,0.2,0.5,14,57,13.88888889
D,3/12/2014,0,8.2,6,1.2,1.4,14,54,12.22222222
Bay,3/27/2014,0,10,7,0.2,0.3,4,40,4.444444444
D,4/10/2014,0,8.2,6.5,0.9,1.6,16,53,11.66666667
Bay,5/7/2014,0,6.8,7,0.5,0.9,18,60,15.55555556
D,5/7/2014,0,6.6,6.5,0.5,1.5,19,60,15.55555556
Bay,5/20/2014,0,7.3,7.5,0.4,0.5,18,67,19.44444444
A,5/20/2014,0,3,6.5,0.2,0.3,21,67,19.44444444
B,5/20/2014,0,3.86,7.5,0.5,0.5,20,68,20
Bay,6/10/2014,0,5.4,7,0.4,0.8,15,72,22.22222222
A,6/10/2014,0,0,7,0.5,0.7,27,74,23.33333333
B,6/10/2014,0,0,8,0.3,0.3,27,23,-5
C,6/10/2014,0,4.3,7,0.8,1.3,27,23,-5
A,6/24/2014,0,4,7,0.6,0.6,25,78,25.55555556
B,6/24/2014,0,6,7,0.1,0.1,27,78,25.55555556
Bay,6/24/2014,0,4.2,8,0.4,0.6,24,78,25.55555556
D,7/8/2014,0,5.8,6.5,1,1.3,28,83,28.33333333
Bay,7/8/2014,0,4.2,7.5,0.5,0.8,25,83,28.33333333
Bay,7/22/2014,0,3.7,7.5,0.4,0.6,26,80,26.66666667
D,7/22/2014,0,5.3,7,0.8,1.3,27,80,26.66666667
Bay,8/12/2014,0,3.9,8,4.5,7.5,25,79,26.11111111
A,8/12/2014,0,3,8,0.1,0.1,26,80,26.66666667
B,8/12/2014,0,2.4,6.5,0.5,0.8,26,80,26.66666667
D,8/28/2014,0,5.3,6.5,1,1.5,25,78,25.55555556
Bay,8/28/2014,0,3.9,8.5,0.35,0.45,24,78,25.55555556
A,9/10/2014,0,4.6,6.5,0.4,0.4,24,75,23.88888889
B,9/10/2014,0,3.7,6.5,0.2,0.2,25,75,23.88888889
Bay,9/10/2014,0,2.7,7.5,0.5,0.8,24,75,23.88888889
Bay,9/23/2014,0,7,8,0.4,0.6,20,63,17.22222222
A,10/7/2014,0,6.4,7,0.3,0.3,20,67,19.44444444
B,10/7/2014,0,5.9,7,0.1,0.1,17,67,19.44444444
D,10/21/2014,0,7.6,6,1.3,1.3,18,68,20
Bay,10/21/2014,0,6.5,7.5,0.4,0.7,16.5,68,20
Bay,11/13/2014,0,7,7,0.3,0.4,13,51,10.55555556
A,11/13/2014,0,7.2,6.5,0.3,0.3,14,51,10.55555556
B,11/13/2014,0,6.2,7.5,0.15,0.15,13,51,10.55555556
Bay,12/2/2014,0,9.8,7,0.4,0.6,11,48,8.888888889
D,12/2/2014,0,9.7,6,1.2,1.2,10,48,8.888888889
Bay,12/19/2014,0,7.6,9,0.5,0.5,11,42,5.555555556
A,12/19/2014,0,7.3,7,0.6,1,7,42,5.555555556
B,12/19/2014,0,6.3,6.5,0.15,0.15,7,42,5.555555556
Bay,1/6/2015,0,8.9,7,0.4,0.6,9,38,3.333333333
D,1/6/2015,0,9,6.5,1.3,1.5,9,38,3.333333333
Bay,1/20/2015,0,8.3,7,0.2,0.6,7,44,6.666666667
D,1/20/2015,0,9,6.5,1,1.4,8,45,7.222222222
A,2/3/2015,0,9.7,6.5,0.4,0.5,3,32,0
B,2/3/2015,0,7.6,6.5,0.3,0.3,3,35,1.666666667
D,2/24/2015,0,10,6.5,0.1,0.15,0,25,-3.888888889
Bay,2/24/2015,0,9.2,7,0.2,0.2,3,25,-3.888888889
Bay,4/21/2015,0,7.1,7,0.3,0.9,20,65,18.33333333
A,4/21/2015,0,4,6.5,0.3,0.4,19,65,18.33333333
Bay,4/7/2015,0,8.2,7,0.2,0.6,15,64,17.77777778
D,4/7/2015,0,7.4,6.5,0.9,1.3,16,64,17.77777778
Bay,3/24/2015,0,10,7,0.3,0.3,9,40,4.444444444
B,3/24/2015,0,10,7,0.4,0.5,9,41,5
A,3/24/2015,0,7.8,7,0.3,0.3,10,41,5
Bay,5/7/2015,0,6.3,7.5,0.3,0.6,20,65,18.33333333
D,5/7/2015,0,7.7,7,1.1,1.3,20,65,18.33333333
Bay,6/1/2015,0,4.3,7.5,0.4,0.9,25,74,23.33333333
D,6/1/2015,0,5.8,7,0.2,0.9,27,75,23.88888889
Bay,6/11/2015,0,5,8.5,0.4,0.8,26,78,25.55555556
B,6/11/2015,0,4,8,0.5,0.5,27,83,28.33333333
A,6/11/2015,0,5.1,8,0.5,0.6,28,84,28.88888889
B,7/23/2015,0,7,7.5,0.3,0.3,31,82,27.77777778
A,7/23/2015,0,6,7.5,0.4,0.4,30,82,27.77777778
Bay,7/23/2015,0,7,9,0.5,0.8,27,81,27.22222222
Bay,9/22/2015,0,4.5,8,0.3,0.3,23,73,22.77777778
Bay,9/9/2015,0,2.9,9,0.05,0.05,26,81,27.22222222
Bay,10/7/2015,0,5.5,7,0.3,0.5,18,65,18.33333333
A,10/13/2015,0,6.7,7,0.4,0.4,15,52,11.11111111
B,10/13/2015,0,6,7,0.05,0.05,12,50,10
Bay,10/13/2015,0,4.9,7,0.4,0.6,12,50,10
D,11/3/2015,0,6.6,6.5,1.2,1.3,18,65,18.33333333
Bay,11/3/2015,0,6.6,7,0.4,0.6,28,65,18.33333333
Bay,11/17/2015,0,5.5,7.5,0.25,0.8,13,55,12.77777778
A,11/17/2015,0,6.5,6.5,0.5,0.5,15,56,13.33333333
B,11/17/2015,0,8,7,0.1,0.1,14,55,12.77777778
D,12/15/2015,0,6.6,6,0.7,1.8,16,63,17.22222222
Bay,12/15/2015,0,7.9,7,0.5,0.8,17,63,17.22222222
D,12/30/2015,0,6.2,6,0.7,1.4,19,59,15
Bay,12/30/2015,0,8.7,7,0.7,0.9,18,59,15
A,1/13/2016,0,6.5,6.5,0.5,0.8,7,39,3.888888889
Bay,1/13/2016,0,9.1,7,0.5,0.9,5,39,3.888888889
B,1/13/2016,0,6.6,6.5,0.3,0.3,5,40,4.444444444
D,2/11/2016,0,10,5.5,0.6,1.3,3,27,-2.777777778
Bay,2/11/2016,0,9.5,7,0.1,0.2,5,27,-2.777777778
Bay,2/23/2016,0,9,7,0.4,0.6,11,48,8.888888889
A,2/23/2016,0,7.5,6.5,0.5,1,11,48,8.888888889
Bay,3/8/2016,0,9.5,7,0.3,0.7,11,60,15.55555556
D,3/8/2016,0,9.5,6.5,0.9,1.8,12,60,15.55555556
A,3/22/2016,0,7.1,6.5,0.6,0.6,11,48,8.888888889
B,3/22/2016,0,6.5,7,0.3,0.3,11,50,10
Bay,3/22/2016,0,7.1,7,0.4,0.4,10,48,8.888888889
D,4/14/2016,0,6,6.5,0.9,1.3,14,48,8.888888889
Bay,4/14/2016,0,7.9,7,0.3,0.3,13,48,8.888888889
Bay,5/3/2016,0,4.5,7,0.4,0.9,21,65,18.33333333
A,8/31/2016,0,3.9,7.5,0.4,0.4,28,82,27.77777778
B,8/31/2016,0,4.2,8.5,0.01,0.01,28,81,27.22222222
Bay,8/31/2016,0,4.3,8.5,0.3,0.5,27,81,27.22222222
Bay,9/22/2016,0,3.2,7,0.9,1,23,75,23.88888889
A,10/5/2016,0,3.8,6.5,0.5,0.5,22,70,21.11111111
B,10/5/2016,0,2.9,6.5,0.3,0.3,25,70,21.11111111
D,10/18/2016,0,6,6.5,0.5,1.4,25,66,18.88888889
B,11/2/2016,0,3.8,6.5,0.2,0.2,16,60,15.55555556
A,11/2/2016,0,4.4,6.5,0.2,0.4,16,60,15.55555556
Bay,11/2/2016,0,6.3,6.7,0.7,0.7,17,60,15.55555556
D,11/16/2016,0,8.8,6.5,1,1.3,14,55,12.77777778
Bay,11/16/2016,0,9,7,0.7,0.8,13,55,12.77777778
Bay,12/7/2016,0,7.6,7,0.4,0.5,11,48,8.888888889
D,12/7/2016,0,10,6.5,0.9,1.1,11,48,8.888888889
Bay,12/20/2016,0,6.7,7,3,3.5,5,38,3.333333333
D,12/20/2016,0,10,6.5,1.7,1.7,5,38,3.333333333
Bay,1/24/2017,0,3.2,7,0.3,0.6,9,45,7.222222222
B,1/24/2017,0,7.6,6.5,0.3,0.5,8,45,7.222222222
D,2/7/2017,0,10,6.5,0.9,1.3,10,58,14.44444444
Bay,2/7/2017,0,8.2,7,0.3,0.6,9,58,14.44444444
A,2/21/2017,0,5.7,6.5,0.5,0.9,13,50,10
Bay,2/21/2017,0,5.2,7,0.3,0.5,13,48,8.888888889
B,2/21/2017,0,5.2,7,0.5,0.5,12,48,8.888888889
Bay,3/8/2017,0,7.1,7,0.3,0.5,13,47,8.333333333
D,3/8/2017,0,10,6.5,1.6,1.6,12,47,8.333333333
B,3/21/2017,0,5,7,0.3,0.3,10,51,10.55555556
Bay,3/21/2017,0,3.2,7,0.3,0.3,10,50,10
A,5/25/2017,0,4.2,6.5,0.6,0.8,22,72,22.22222222
A,7/25/2017,0,3.6,7,0.8,0.9,27,82,27.77777778
B,6/19/2017,0,3.9,7,0.5,0.5,26,72,22.22222222
B,7/25/2017,0,4.2,7,0.2,0.2,28,81,27.22222222
D,4/18/2017,0,7.3,6,1,1.1,17,61,16.11111111
D,5/11/2017,0,6.5,6.5,0.8,1.7,19,62,16.66666667
D,6/7/2017,0,4.6,6.5,0.7,1.6,22,64,17.77777778
D,7/11/2017,0,5.3,6.5,0.7,1.1,29,75,23.88888889
Bay,4/18/2017,0,6,6,0.4,0.7,20,61,16.11111111
Bay,5/11/2017,0,5,6,0.4,0.4,18,62,16.66666667
Bay,5/25/2017,0,6.9,7,0.5,0.9,20,72,22.22222222
Bay,6/7/2017,0,3.5,6,0.6,0.9,21,64,17.77777778
Bay,6/19/2017,0,4.3,6.5,0.5,1,25,72,22.22222222
Bay,7/11/2017,0,4.7,7,0.4,0.9,27,75,23.88888889
Bay,7/25/2017,0,6.2,7,0.4,0.9,26,81,27.22222222
D,4/4/2017,0,6.2,6.5,1,1.1,19,70,21.11111111
Bay,4/4/2017,0,4.2,6.25,0.2,0.9,19,69,20.55555556
Bay,8/8/2017,0,6.2,7,0.4,0.9,25,70,21.11111111
D,9/12/2017,0,5.8,6.5,1,1.7,20,72,22.22222222
Bay,9/12/2017,0,6,7,0.3,0.3,20,72,22.22222222
B,9/29/2017,0,3,7,0.1,0.1,24.5,78,25.55555556
D,10/12/2017,0,5.8,6.5,1.8,2.1,26,74,23.33333333
Bay,10/12/2017,0,5.2,7,1.5,1.9,25,74,23.33333333
Bay,10/26/2017,0,7.1,7,0.35,0.8,26,54,12.22222222
A,10/26/2017,0,6.8,6.5,0.2,0.4,27,54,12.22222222
B,10/26/2017,0,4.1,6.5,0.2,0.2,26,54,12.22222222
B,11/29/2017,0,5.2,6.5,0.2,0.2,6,48,8.888888889
D,12/12/2017,0,9.9,6.5,1.3,1.3,7,48,8.888888889
Bay,11/29/2017,0,10,7,0.6,0.8,9,48,8.888888889
Bay,12/12/2017,0,10,7,0.6,0.8,9,48,8.888888889
A,3/22/2018,0,8,6.5,0.7,0.9,7,40,4.444444444
A,5/25/2018,0.1,4,6.5,5.5,7,26,84,28.88888889
A,6/27/2018,0.1,4.7,4.8,0.5,0.5,27,76,24.44444444
A,8/14/2018,0,3.8,6.5,0.4,1.2,28,78,25.55555556
A,9/20/2018,0.09,4.4,6.5,0.3,0.5,28,80,26.66666667
A,1/31/2018,0,10,7,1,1,3,30,-1.111111111
B,1/31/2018,0,7.7,6.5,0.4,0.5,3,30,-1.111111111
B,3/22/2018,0,9.8,6.5,0.2,0.2,5,40,4.444444444
B,4/17/2018,1,8,6.5,0.4,0.4,10,48,8.888888889
B,5/25/2018,0.6,4.9,7,0.4,0.4,26.1,74,23.33333333
B,6/27/2018,0.7,3.7,7,0.2,0.2,26,76,24.44444444
B,8/14/2018,0,7.3,6.5,0.2,0.2,27,77,25
B,9/20/2018,0,5,6.5,0.2,0.2,28,80,26.66666667
D,1/16/2018,0,10,6.5,1.6,1.6,4,37,2.777777778
D,2/14/2018,0,9.5,6.5,1.3,1.4,6,45,7.222222222
D,3/7/2018,0,10,6.5,1,1.5,8,47,8.333333333
D,5/10/2018,0,6.3,6.5,0.8,1.2,21.4,63,17.22222222
D,6/14/2018,0,5,6.5,0.8,1.3,27,82,27.77777778
D,8/1/2018,0,4,6.5,0.5,1.6,28,82,27.77777778
D,9/4/2018,0,3.2,6.5,0.8,1.3,30,83,28.33333333
D,9/20/2018,0,5,6.5,0.4,1.4,25,80,26.66666667
Bay,1/31/2018,0,8,7,0.1,0.2,4,30,-1.111111111
Bay,2/14/2018,0,6,6,0.5,0.5,5,45,7.222222222
Bay,3/7/2018,0,9.2,7,0.1,0.1,9,47,8.333333333
Bay,3/22/2018,0,8.8,6,0.2,0.5,6,40,4.444444444
Bay,4/4/2018,0.66,7.9,6.5,0.1,0.9,17,70,21.11111111
Bay,4/17/2018,1.2,7.8,6.5,0.2,1,14,48,8.888888889
Bay,5/10/2018,0.18,6,6.5,0.2,0.4,20,62,16.66666667
Bay,5/25/2018,2.3,6.9,6.5,0.4,0.9,25,73,22.77777778
Bay,6/14/2018,0.1,5.6,7,0.5,0.9,24,82,27.77777778
Bay,7/18/2018,2.6,6.2,7,0.6,0.9,26,80,26.66666667
Bay,8/1/2018,1.9,3.8,7,0.5,1.2,26,82,27.77777778
Bay,8/14/2018,2.1,6,7,0.5,0.9,26,76,24.44444444
Bay,9/4/2018,1.9,6.2,7.5,0.4,0.7,28,82,27.77777778
Bay,9/20/2018,1.6,4.2,7,0.4,1,25,78,25.55555556
A,5/23/2019,0,4.9,7,0.4,0.6,25,69,20.55555556
A,8/20/2019,0,3.6,7,0.5,0.5,28,84,28.88888889
A,9/18/2019,0,4.6,7,0.6,0.6,23,71,21.66666667
A,10/23/2019,0,5.9,7,0.5,1,20,63,17.22222222
B,5/23/2019,0,4.1,7,0.3,0.3,27,69,20.55555556
B,9/18/2019,0,4.7,6.5,0.2,0.2,23,71,21.66666667
B,10/23/2019,0,4.6,6.5,0.2,0.2,20,63,17.22222222
D,5/8/2019,0.24,4.8,6.5,0.7,0.13,24,70,21.11111111
D,6/5/2019,0,4.1,7,0.6,1.1,15,72,22.22222222
D,7/3/2019,0,5.9,7,0.4,1.1,28,86,30
D,8/6/2019,0,3.6,6.5,0.7,1.2,25,79,26.11111111
D,9/3/2019,0,5.5,7,0.5,1.2,28,80,26.66666667
Bay,4/24/2019,0.7,4,6.5,0.3,1,22,68,20
Bay,5/8/2019,0.8,5.3,7,0.4,0.7,22,69,20.55555556
Bay,5/23/2019,0.8,6.9,7,0.4,0.9,22,69,20.55555556
Bay,6/5/2019,9,4.2,8,0.4,0.9,24,72,22.22222222
Bay,7/3/2019,0,6.5,7.5,0.4,0.9,26,85,29.44444444
Bay,8/6/2019,0.01,4.4,7.5,0.4,0.8,25,79,26.11111111
Bay,8/20/2019,0,4,7,0.4,1,26,82,27.77777778
Bay,9/3/2019,0,4.5,9,0.4,0.9,27,79,26.11111111
Bay,9/18/2019,0.5,4.1,7.5,0.4,0.4,22.8,71,21.66666667
Bay,10/23/2019,0.5,6.2,7,0.5,0.9,19,63,17.22222222
A,2/28/2019,0,10,7,0.4,1.3,10,46,7.777777778
A,3/26/2019,0,7,6.5,0,0.4,11,44,6.666666667
B,2/28/2019,0,8.7,6.5,0.4,0.4,10,46,7.777777778
B,3/26/2019,0,9.5,7,0.3,0.3,12,44,6.666666667
D,2/6/2019,0,10,6.5,1,1.5,13,46,7.777777778
D,3/14/2019,0,8.3,6.5,1,1.4,16,59,15
D,4/10/2019,0,6.7,6.5,0.9,1.4,20,57,13.88888889
Bay,2/6/2019,0,6,7,0.4,0.6,15,56,13.33333333
Bay,2/28/2019,0.7,10,6.5,0.4,0.6,12,46,7.777777778
Bay,3/14/2019,0.6,8.7,6.5,0.4,0.8,15,59,15
Bay,4/26/2019,0.6,10,6.5,0.1,0.4,12,44,6.666666667
Bay,4/10/2019,0,7.4,6.5,0.2,0.7,19,57,13.88888889
A,8/27/2015,0,5.7,7,0.2,0.4,25,79,26.11111111
A,9/9/2015,0,10,7.5,0.2,0.2,29,83,28.33333333
B,8/27/2015,0,3.2,8.5,0.2,0.2,23,79,26.11111111
B,9/22/2015,0,2.3,8,0.3,0.3,24,73,22.77777778
D,8/13/2015,0,6.1,6,0.9,1.1,27,82,27.77777778
D,9/9/2015,0,4.8,7,0.6,0.9,28,82,27.77777778
Bay,8/13/2015,0,6.3,9,0.4,0.4,26,82,27.77777778
Bay,8/27/2015,0,5,8.5,0.4,0.7,23,79,26.11111111
A,10/24/2018,0,6.6,6.5,0.2,0.7,15,58,14.44444444
B,10/24/2018,0.1,6.7,6.5,0.2,0.2,15,58,14.44444444
B,10/28/2018,0.1,5,7,0.4,0.5,13,49,9.444444444
D,10/11/2018,0,6,6.5,0.7,1.2,26,78,25.55555556
D,11/7/2018,0,6.9,6.5,0.9,1.3,20,65,18.33333333
Bay,10/11/2018,1.9,5,7,4,1.2,25,78,25.55555556
Bay,10/24/2018,0,9,7,0.3,0.6,18,58,14.44444444
Bay,10/28/2018,0.9,2.9,7,0.4,0.9,13,49,9.444444444
